3.754035330678661547e-02,4.910228076341360132e-02,7.402224376829970309e-02,1.064256155973521481e-02,2.234213018774505732e-02,1.988220647476694400e-02,4.734589193546868274e-02,1.903006281881495371e-02,6.887280607322146531e-02,6.906249482492193836e-02,5.804956754221065815e-04,4.302639105785230345e-02,3.619383373926081393e-02,3.661778470543361474e-02,1.532586406143403648e-02,1.859975238911715234e-02,2.763247528304245415e-02,5.966424307035246566e-02,2.814908640903578119e-02,3.007274915942286658e-02,1.212936945511159346e-02,3.027521563977076877e-02,1.724495650196656432e-02,4.049878046298711204e-02,9.111397087128481759e-03,2.093432552811181832e-02,2.468964739880644479e-02,1.791934271822739899e-02,1.187704308770690109e-02,6.857951131691481655e-03,2.122496951068484836e-02,1.203964061015846965e-02,2.167881786434860958e-02,1.544873299657410423e-02
5.131781129776692707e-02,1.608354082713382704e-02,2.289418499317104339e-02,6.054968693274732222e-02,8.613616113290542553e-02,3.861771039737272454e-02,6.316117586130788608e-02,8.450958773088131093e-02,6.708957844721206987e-02,2.921544234462764358e-02,5.846327717998622484e-03,1.662346199682303988e-02,1.848779389285307856e-02,1.966835909683588290e-02,5.681299838149711512e-02,5.823666696013367339e-02,8.747023067237322258e-02,5.728466177664391645e-02,2.302425982129754911e-02,5.902696203143901338e-02,4.970950585831694635e-02,2.662090486554701332e-02,2.177353089065237751e-02,4.201635924262770577e-02,5.014222357760587945e-02,3.796501930849333767e-02,3.239514492774625554e-02,3.656975866504070388e-02,3.203994493119718956e-02,6.162111632185812010e-03,2.871923686292110825e-02,3.153765933907032304e-02,3.746567980607571485e-02,1.967756641156857139e-02
2.588232391018806602e-02,3.778324544951718739e-02,3.848950861057368056e-02,5.173992916140086884e-02,3.131484201917118099e-02,1.431745168903660048e-02,6.735682711522521238e-02,9.292592881316648346e-02,8.132660793481537309e-02,3.928284831951114886e-02,4.383641793955764254e-02,4.752054884057275996e-02,3.112885863492153432e-02,4.577991517560152379e-02,3.538444917287941749e-02,4.749974953521086951e-02,9.126595569502506111e-02,6.213040014880411022e-02,6.715751035324783735e-02,7.133131453466941274e-02,8.966124960423615953e-02,4.856344762618672317e-02,3.704042394938072968e-03,3.330171009345703204e-02,3.135034355044835630e-02,4.450133730017239581e-02,9.115806939379179213e-04,1.530081740445464467e-03,1.533598611592543355e-02,1.546607485655491880e-02,4.401160818238813305e-02,4.006349274064725796e-02,1.325738056962296775e-02,2.961245448628829421e-02
5.970178156647855394e-02,6.834548357263379656e-03,2.618102513065626719e-02,4.963443579435403846e-02,7.452886279734836916e-02,3.630032910254557543e-02,4.707091596988896565e-02,6.691571666716740474e-02,9.695547606142183861e-02,4.531772337453743998e-02,1.583834488185092287e-02,2.134796402657354597e-02,2.747378058796186295e-02,3.432018577045237162e-02,1.080927537438085805e-02,4.268761870095700434e-02,7.143734029035218869e-02,4.845964832920020282e-02,5.186054376041665526e-02,7.924409150520772549e-02,7.770405993076311135e-02,4.174510802873319243e-02,2.446838580602868352e-02,5.109128969991671987e-02,5.094965408290863529e-02,2.748607661872250196e-02,2.870451810535619430e-02,1.730331431088361419e-02,2.529664423909583348e-02,8.424444526501932012e-03,2.401954077772756879e-02,1.194146073071785351e-02,1.871370547967557418e-02,1.786815902971465239e-02
2.832127130359268080e-02,4.088141366748043737e-02,5.297697732951536093e-02,2.751986945607946475e-02,1.598756177680650536e-02,2.086444002308106976e-02,4.706138726352338680e-02,5.031148551831245846e-02,5.049374653270835567e-02,3.156500920773104568e-02,6.072845659596236984e-02,8.640956303662930549e-02,1.115794223433377863e-01,9.301546705487778732e-02,4.554202347183178290e-02,6.742924208968836819e-02,3.822409656418641888e-02,1.883318663258617964e-02,5.062428591424978502e-02,7.316160598940768534e-02,7.721590423578131301e-02,2.718221053074400609e-02,1.821269133913117066e-02,2.979069462302872534e-02,5.624497251670028397e-02,4.910681143552781541e-02,5.761417409881103985e-02,7.899338216724431649e-02,2.722130196716328332e-02,3.849286166522215835e-02,1.298412649373277550e-02,2.218891971022472764e-02,7.870043701385068258e-03,3.018893746679389770e-02
5.355481222982556855e-02,4.865424821066191563e-02,2.837100794493743403e-02,5.105684997343862275e-02,3.379366854113628055e-02,3.597452374797322633e-02,8.560638629468741989e-02,2.710474253864244426e-02,4.282690829770807728e-02,4.124849847346829385e-02,3.316780420126509005e-02,1.236483653117425793e-02,1.631960557520426014e-02,4.117822958972208042e-02,3.544945652829215726e-02,3.449511816185327900e-02,4.532504242382443677e-02,4.950455314842187177e-02,3.990838101222354134e-02,3.704691828787810143e-02,4.589724495078530142e-02,2.101888199763984541e-02,5.817068601696610830e-02,5.611432563357497683e-02,2.815608030670232326e-02,4.268933377538071394e-02,2.232325972976829248e-02,1.086572283028186883e-02,1.477619594337152738e-02,1.561709448956138252e-02,7.358880148276099667e-03,3.100883878565210625e-02,2.998283741870504809e-02,2.889015937568433640e-02
1.603996090098637473e-02,1.295157238032892955e-02,2.973277380448945822e-02,3.811141821193020363e-02,1.912351014517888609e-02,3.477915155292808647e-02,9.100506733472803200e-02,8.120927113275787368e-02,6.193849417272312419e-02,6.639530445334274056e-02,8.979279702083972636e-02,7.022188074791257950e-02,4.154675156621173010e-02,4.543575788814075561e-02,6.648422041573769092e-02,7.099832895872433547e-02,1.030119587313295393e-01,7.028559549540754070e-02,5.549806442712200416e-02,2.903686313673526503e-02,3.818316173729510710e-02,1.433353653499501272e-02,4.246862531239056077e-02,4.663141669586495092e-02,4.345774965428254172e-02,2.294524663688252142e-02,6.364493920125722723e-03,4.866094846707903765e-02,3.050059810392518819e-02,3.024267224814236946e-02,3.117111540046580212e-02,3.319781536931827592e-02,5.314540962460075763e-02,3.672410318085493619e-02
7.238125226013743252e-02,2.211376585697665681e-02,1.442240500420592132e-02,5.971990530483999027e-02,2.689900820249450236e-02,5.537224068038768682e-02,1.052890252955313369e-02,3.343551410992549183e-02,9.166021839243401748e-02,8.823151393756310801e-02,3.386028342843296762e-02,2.595608492116542945e-02,4.190483271139138627e-02,2.077902788507135501e-02,3.076263457999840051e-02,3.385041244761933382e-02,2.744156131080765018e-02,2.229279032722063930e-02,3.491942576761902783e-02,2.943673900208511676e-02,4.018877580142000278e-02,4.743474968894040994e-02,3.408780431022771090e-02,1.801443413711083935e-02,5.139572964826669144e-02,4.622924070203345698e-02,5.400131406053061689e-02,5.330584448982546991e-02,4.076228614079421136e-02,6.378531909782683695e-02,5.956524343394360016e-02,6.035521857378698535e-02,5.053207131271245794e-02,4.652019654916729474e-02
3.318736708189916340e-02,3.732677947305952648e-02,1.773058596097684680e-02,3.420962233346694359e-02,4.182817956583952806e-02,1.519220160788646579e-02,2.505076226025113734e-02,5.066682847955656516e-02,8.542856649416655235e-02,1.143365214673903035e-01,1.372858492779277517e-01,8.054781022992016370e-02,5.882738213651601822e-02,2.452033253902106275e-02,2.612773671344849336e-02,1.027541223436746233e-02,6.117663904232838179e-02,3.010484851323721317e-02,2.803498245342946060e-02,5.052278616337411987e-02,1.615994022750433592e-02,1.368774089230665944e-02,2.848524531437222895e-02,8.088009773988885306e-03,1.817872180973558252e-02,1.403536494812753638e-03,3.179114808355763822e-02,4.272979473425098790e-02,6.127963786986010547e-02,5.171269955131297530e-02,5.722050877045557760e-02,7.159927571333617180e-02,5.634581967050608653e-02,5.066932806007884427e-02
8.243153682454494591e-02,7.179943216246746640e-02,1.732930108515026366e-02,5.446710078507527308e-02,5.505689462495747671e-02,5.298282289993475752e-02,5.891072191601043340e-02,8.083810821320169815e-02,3.096796631070404190e-02,5.453342005420272476e-02,5.152433551974090753e-02,3.008592150911490112e-02,1.276612033900657514e-02,4.729229465076283806e-02,8.532141698078364589e-02,7.857849318483386969e-02,5.778451230018805118e-02,4.070720013417822303e-02,5.634614668553864641e-02,5.497258290487207211e-02,5.194334793705988884e-02,1.493304831302136315e-02,1.959020073271763515e-02,2.683597366116648522e-02,8.309848117094578712e-03,1.090875995550094971e-02,1.480635607138569391e-02,3.309502459471321684e-02,2.753934266837667483e-02,3.442027772502222194e-02,3.251671040566513765e-02,3.650913240191626385e-02,3.039856981514988538e-02,4.775199107697549600e-02
